title_english,status,episodes,rating,rank,popularity,members,favorites,score,scored_by,genres,themes,demographics
Dozens of Norths,Finished Airing,1.0,R+ - Mild Nudity,7603.0,11370,2538,19,6.45,499.0,"Adventure, Award Winning, Fantasy, Suspense",Psychological,
Buddha: The Great Departure,Finished Airing,1.0,R - 17+ (violence & profanity),4705.0,6727,10650,19,6.95,3448.0,"Drama, Supernatural","Historical, Military",
,Finished Airing,1.0,Rx - Hentai,,7913,7167,19,6.95,2812.0,Hentai,,
,Finished Airing,1.0,Rx - Hentai,,8057,6858,19,6.88,2485.0,Hentai,,
,Finished Airing,24.0,PG-13 - Teens 13 or older,9520.0,8458,6074,19,6.11,889.0,"Romance, Sports",School,
Chainsaw Maid,Finished Airing,1.0,R - 17+ (violence & profanity),13177.0,7245,8924,19,5.21,5648.0,"Comedy, Horror, Supernatural",,
Fullmetal Alchemist: The Sacred Star of Milos PV,Finished Airing,4.0,PG-13 - Teens 13 or older,5455.0,4807,24814,19,6.8,7381.0,"Comedy, Fantasy",,
Oblivion Island: Haruka and the Magic Mirror,Finished Airing,1.0,G - All Ages,2847.0,6916,10055,19,7.31,4561.0,Fantasy,,
,Finished Airing,4.0,Rx - Hentai,,7956,7038,19,6.22,2562.0,Hentai,,
,Finished Airing,2.0,Rx - Hentai,,8115,6757,19,6.24,2562.0,Hentai,,
,Not yet aired,21.0,PG-13 - Teens 13 or older,,7255,8918,19,,,Drama,"Music, Performing Arts, School",
Yatogame-chan Kansatsu Nikki 4,Finished Airing,10.0,PG-13 - Teens 13 or older,8436.0,6859,10285,19,6.3,3622.0,Comedy,School,Shounen
,Finished Airing,6.0,PG-13 - Teens 13 or older,3452.0,12567,1769,19,7.2,279.0,,Idols (Male),
,Finished Airing,1.0,G - All Ages,,10207,3562,19,3.38,2372.0,Comedy,Music,
,Finished Airing,1.0,PG-13 - Teens 13 or older,12128.0,7361,8608,19,5.59,2465.0,"Action, Sci-Fi",Super Power,
Sexual Conquest,Finished Airing,2.0,Rx - Hentai,,7196,9067,19,6.63,2921.0,Hentai,"Harem, School",
,Finished Airing,51.0,PG - Children,6043.0,9286,4775,19,6.7,1775.0,,Strategy Game,
,Finished Airing,1.0,G - All Ages,13112.0,10083,3707,19,5.24,2064.0,Comedy,,Kids
,Finished Airing,3.0,PG-13 - Teens 13 or older,3869.0,5448,18341,19,7.13,7638.0,Sports,"Anthropomorphic, Racing",
,Finished Airing,1.0,PG-13 - Teens 13 or older,3643.0,3779,41782,19,7.16,23618.0,"Comedy, Romance",Childcare,
,Finished Airing,2.0,Rx - Hentai,,8268,6443,19,5.6,2224.0,Hentai,,
,Finished Airing,2.0,Rx - Hentai,,9393,4586,19,6.33,1553.0,Hentai,,
,Finished Airing,4.0,PG-13 - Teens 13 or older,7841.0,5453,18138,19,6.4,6581.0,Slice of Life,"CGDCT, Iyashikei",
Initial D Battle Stage 3,Finished Airing,1.0,PG-13 - Teens 13 or older,1928.0,7269,8877,19,7.53,3427.0,Action,Racing,Seinen
Legendary Brave da Garn,Finished Airing,46.0,PG-13 - Teens 13 or older,3919.0,9030,5150,19,7.11,1538.0,"Action, Sci-Fi",Mecha,
,Finished Airing,1.0,Rx - Hentai,,7896,7205,19,6.33,3037.0,Hentai,,
,Finished Airing,1.0,PG-13 - Teens 13 or older,5427.0,7571,7968,19,6.81,2984.0,Comedy,"Anthropomorphic, CGDCT, Military",
Sex Starved Nurses,Finished Airing,2.0,Rx - Hentai,,8431,6109,19,5.99,2040.0,Hentai,,
Kawagoe Boys Sing -Now or Never-,Finished Airing,12.0,PG-13 - Teens 13 or older,11791.0,7768,7487,18,5.67,1783.0,Slice of Life,"Music, School",
,Currently Airing,520.0,PG-13 - Teens 13 or older,3858.0,10476,3290,18,7.13,877.0,"Action, Adventure, Fantasy, Supernatural",,
Demoness of Dreams,Finished Airing,1.0,Rx - Hentai,,7201,9087,18,6.39,3793.0,Hentai,,
Cardcaptor Sakura: Clear Card Recap,Finished Airing,1.0,PG - Children,4357.0,8052,6868,18,7.03,2060.0,"Adventure, Comedy, Romance",Mahou Shoujo,Shoujo
Mobile Suit Gundam GQuuuuuuX -Beginning-,Finished Airing,1.0,PG-13 - Teens 13 or older,1395.0,7496,8224,18,7.68,3073.0,"Action, Sci-Fi","Mecha, Space",
Pokémon: Mega Evolution Special,Finished Airing,4.0,PG - Children,2343.0,4241,33103,18,7.42,18797.0,"Action, Adventure, Comedy, Fantasy",,Kids
Cardfight!! Vanguard G Stride Gate,Finished Airing,24.0,PG-13 - Teens 13 or older,5927.0,6596,11258,18,6.72,5206.0,Action,Strategy Game,
Zombie-Loan,Finished Airing,2.0,PG-13 - Teens 13 or older,4596.0,4455,29680,18,6.97,15438.0,"Action, Horror, Supernatural",,Shounen
The Wonderful World of Puss 'n Boots,Finished Airing,1.0,G - All Ages,4785.0,8934,5291,18,6.93,2766.0,"Adventure, Fantasy",,Kids
Pokémon the Movie: Hoopa and the Clash of Ages,Finished Airing,1.0,PG - Children,6489.0,3090,60247,18,6.63,36905.0,"Adventure, Fantasy",,Kids
Fist of the Blue Sky: Regenesis,Finished Airing,12.0,R - 17+ (violence & profanity),11793.0,6446,11865,18,5.67,3583.0,Action,"Historical, Martial Arts",Seinen
A Portrait Of Jianghu: Bad Guys,Finished Airing,54.0,R - 17+ (violence & profanity),7418.0,11814,2222,18,6.47,516.0,"Action, Adventure, Drama, Romance","Historical, Martial Arts",
,Finished Airing,1.0,Rx - Hentai,,7867,7281,18,6.23,2923.0,Hentai,,
Lan Mo's Flower,Finished Airing,9.0,PG-13 - Teens 13 or older,7855.0,8370,6232,18,6.4,2045.0,Romance,School,
The Outcast 5th Season,Finished Airing,12.0,PG-13 - Teens 13 or older,4092.0,8990,5227,18,7.09,831.0,"Action, Supernatural",Super Power,
,Finished Airing,7.0,,8967.0,13702,1270,18,6.21,178.0,"Adventure, Fantasy",,
,Finished Airing,40.0,PG - Children,7954.0,8977,5224,18,6.38,2463.0,"Action, Adventure, Sci-Fi",Mecha,Kids
,Finished Airing,3.0,G - All Ages,6864.0,6249,12782,18,6.56,3655.0,"Drama, Romance",,
,Finished Airing,12.0,PG - Children,6743.0,5381,18987,18,6.58,8863.0,Romance,School,Shoujo
World Witches Take Off!,Finished Airing,12.0,PG-13 - Teens 13 or older,7263.0,6174,13131,18,6.5,3449.0,Comedy,"CGDCT, Military",
"Yusibu: I couldn't become a hero, so I reluctantly decided to get a job. OVA",Finished Airing,1.0,R+ - Mild Nudity,5738.0,3421,49831,18,6.75,24324.0,"Comedy, Fantasy, Ecchi",,
,Finished Airing,2.0,Rx - Hentai,,8390,6210,18,6.06,2527.0,Hentai,,
Dies irae: The Dawning Days,Finished Airing,1.0,PG-13 - Teens 13 or older,12872.0,4688,26635,18,5.35,13770.0,Action,Super Power,
,Finished Airing,13.0,PG-13 - Teens 13 or older,11166.0,5847,15093,18,5.8,4416.0,Boys Love,School,
Tramp Stamp Anime Edition,Finished Airing,1.0,Rx - Hentai,,8501,6017,18,5.76,2613.0,Hentai,,
Goulart Knights: Evoked the Beginning Black,Finished Airing,1.0,PG-13 - Teens 13 or older,11755.0,6429,11893,18,5.67,3848.0,"Action, Drama, Fantasy",,
,Finished Airing,2.0,G - All Ages,9370.0,9144,4981,18,6.13,2432.0,"Action, Adventure, Comedy, Sci-Fi",Mecha,Kids
,Finished Airing,6.0,R+ - Mild Nudity,7633.0,4535,28477,18,6.44,12416.0,"Action, Comedy, Sci-Fi, Ecchi","Harem, Military",
,Finished Airing,1.0,R - 17+ (violence & profanity),3677.0,11825,2218,18,7.16,751.0,"Action, Adventure, Comedy, Sci-Fi, Suspense",,
,Finished Airing,51.0,PG - Children,5450.0,9076,5090,18,6.8,1264.0,"Comedy, Fantasy, Romance",School,Shoujo
My Classmate's Mother,Finished Airing,2.0,Rx - Hentai,,8021,6899,18,6.02,2349.0,Hentai,School,
,Finished Airing,38.0,PG - Children,3723.0,9446,4488,18,7.15,1664.0,"Action, Adventure, Sci-Fi","Mecha, School, Space",
,Finished Airing,6.0,PG-13 - Teens 13 or older,10258.0,6890,10127,18,5.97,3126.0,"Action, Fantasy, Supernatural",,
Triage X: Recollection XOXO,Finished Airing,1.0,R+ - Mild Nudity,7369.0,4616,27609,18,6.48,11215.0,"Action, Ecchi",School,Shounen
Saint Seiya: Warriors of the Final Holy Battle,Finished Airing,1.0,PG-13 - Teens 13 or older,5619.0,5498,17775,18,6.76,9935.0,"Adventure, Sci-Fi",,Shounen
The Tatami Galaxy Specials,Finished Airing,3.0,PG-13 - Teens 13 or older,8154.0,4485,29255,18,6.34,13281.0,Comedy,Adult Cast,
,Currently Airing,0.0,PG-13 - Teens 13 or older,3216.0,10385,3377,18,7.24,964.0,"Action, Adventure, Fantasy, Romance",Martial Arts,
,Finished Airing,1.0,G - All Ages,4046.0,7977,6979,18,7.09,2027.0,"Adventure, Drama, Supernatural",Historical,
Labyrinth Of Flames,Finished Airing,2.0,R+ - Mild Nudity,9098.0,6166,13098,18,6.18,5238.0,"Comedy, Ecchi",Samurai,
,Finished Airing,2.0,R+ - Mild Nudity,8569.0,5448,18162,18,6.28,6075.0,"Action, Adventure, Fantasy, Ecchi",,
Mekakucity V's,Finished Airing,4.0,PG-13 - Teens 13 or older,,8290,6397,18,7.32,2303.0,"Romance, Supernatural","Music, Super Power",
,Finished Airing,52.0,PG-13 - Teens 13 or older,3765.0,12005,2095,18,7.14,771.0,"Sci-Fi, Sports","Mecha, Team Sports",
,Finished Airing,2.0,Rx - Hentai,,7915,7132,18,6.47,2485.0,Hentai,,
,Finished Airing,16.0,G - All Ages,9665.0,8716,5719,18,6.09,1369.0,Comedy,,
,Finished Airing,2.0,Rx - Hentai,,7771,7460,18,6.8,2566.0,"Fantasy, Supernatural, Hentai",Mythology,
Hana Yori Dango The Movie,Finished Airing,1.0,PG-13 - Teens 13 or older,8385.0,7312,8706,18,6.31,3348.0,"Drama, Romance",Performing Arts,Shoujo
,Finished Airing,4.0,PG-13 - Teens 13 or older,5435.0,5851,15053,18,6.8,6330.0,"Action, Adventure, Comedy, Sci-Fi","Mecha, Music, Space",
Fairies Albums 2,Finished Airing,12.0,PG-13 - Teens 13 or older,1914.0,8979,5239,18,7.53,1498.0,"Adventure, Mystery, Supernatural",Historical,
Sakura Diaries,Finished Airing,12.0,R+ - Mild Nudity,9439.0,5660,16517,18,6.12,6072.0,"Comedy, Drama, Romance, Ecchi","Adult Cast, Love Polygon",Seinen
,Finished Airing,4.0,Rx - Hentai,,7891,7218,18,6.47,2393.0,Hentai,School,
,Finished Airing,1.0,PG-13 - Teens 13 or older,836.0,4943,23281,18,7.9,11525.0,Comedy,School,Shounen
The Diary of Our Days,Finished Airing,8.0,G - All Ages,6679.0,8164,6619,18,6.59,1886.0,Slice of Life,Idols (Female),
Pucca: Funny Love,Finished Airing,46.0,G - All Ages,6305.0,7160,9144,18,6.65,5065.0,"Comedy, Romance",,
Eternal Alice,Finished Airing,13.0,PG-13 - Teens 13 or older,9484.0,7050,9575,18,6.11,2998.0,Fantasy,Mahou Shoujo,
Idol Incidents,Finished Airing,12.0,PG-13 - Teens 13 or older,11681.0,5762,15725,18,5.7,5221.0,,"Idols (Female), Music",
,Finished Airing,4.0,Rx - Hentai,,8455,6085,18,6.0,2136.0,Hentai,,
Doraemon the Movie 2021: Nobita's Space War (Little Star Wars),Finished Airing,1.0,PG - Children,3173.0,9640,4266,18,7.25,1706.0,"Adventure, Comedy, Sci-Fi",Space,"Kids, Shounen"
,Finished Airing,1.0,PG-13 - Teens 13 or older,5383.0,6262,12706,18,6.81,3223.0,"Action, Horror, Supernatural",Mythology,
Shootfighter Tekken,Finished Airing,3.0,R - 17+ (violence & profanity),5108.0,9228,4821,18,6.86,1686.0,Action,Martial Arts,Seinen
,Finished Airing,2.0,Rx - Hentai,,7639,7779,18,6.87,2744.0,Hentai,,
Step MILF,Finished Airing,2.0,Rx - Hentai,,8214,6511,18,5.78,2382.0,Hentai,,
Violence Jack: Slumking,Finished Airing,1.0,R+ - Mild Nudity,13175.0,5882,14885,18,5.2,6938.0,"Action, Drama, Horror",Gore,Shounen
Edens Zero Recap Movie,Finished Airing,1.0,PG-13 - Teens 13 or older,6232.0,9047,5150,18,6.67,1475.0,"Action, Adventure, Fantasy, Sci-Fi",Space,Shounen
Detonator Orgun,Finished Airing,3.0,R+ - Mild Nudity,8028.0,7702,7606,18,6.37,3121.0,"Action, Sci-Fi",Mecha,
Birth,Finished Airing,1.0,PG-13 - Teens 13 or older,10564.0,7408,8447,18,5.92,3199.0,"Action, Adventure, Comedy, Sci-Fi",,
KamiErabi GOD.app Season 2,Finished Airing,12.0,PG-13 - Teens 13 or older,9085.0,7546,8060,18,6.19,2305.0,"Action, Suspense",High Stakes Game,
Jubei-chan 2: The Counterattack of Siberia Yagyu,Finished Airing,13.0,PG-13 - Teens 13 or older,5333.0,6331,12379,18,6.82,4828.0,"Action, Adventure, Comedy, Drama","Martial Arts, Samurai",
,Finished Airing,2.0,Rx - Hentai,,7488,8194,18,6.37,2792.0,"Fantasy, Hentai",,
,Finished Airing,12.0,PG-13 - Teens 13 or older,3237.0,11238,2617,18,7.24,440.0,Slice of Life,"Idols (Female), Music",
,Finished Airing,2.0,Rx - Hentai,,9530,4393,18,6.11,1396.0,"Horror, Supernatural, Hentai",,
Lupin III: Island of Assassins,Finished Airing,1.0,PG-13 - Teens 13 or older,2883.0,6991,9752,18,7.3,4439.0,"Action, Adventure, Comedy, Mystery",Adult Cast,Seinen
,Finished Airing,13.0,G - All Ages,3764.0,6062,13717,18,7.14,7749.0,Sports,Team Sports,Shounen
Snickers x Attack on Titan,Finished Airing,2.0,PG-13 - Teens 13 or older,,8712,5730,18,6.08,2572.0,Comedy,,
,Finished Airing,3.0,PG-13 - Teens 13 or older,2255.0,4384,30599,18,7.44,10935.0,"Action, Comedy, Fantasy","Mythology, Urban Fantasy",Shounen
Night Shift Nurses: Ren Nanase,Finished Airing,1.0,Rx - Hentai,,8228,6482,18,6.03,2522.0,Hentai,,
MIX Season 2,Finished Airing,24.0,PG-13 - Teens 13 or older,4583.0,7351,8628,18,6.98,2566.0,"Drama, Romance, Sports","School, Team Sports",Shounen
,Finished Airing,3.0,Rx - Hentai,,8343,6276,18,6.44,2049.0,"Fantasy, Supernatural, Hentai",Mythology,
Natsume’s Book of Friends Season 7 Special,Finished Airing,1.0,PG-13 - Teens 13 or older,4000.0,7493,8245,18,7.1,198.0,"Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo
One Piece: Dream Soccer King,Finished Airing,1.0,PG-13 - Teens 13 or older,4120.0,3462,48326,18,7.08,26287.0,"Comedy, Fantasy, Sports",Team Sports,Shounen
All That Gundam,Finished Airing,1.0,G - All Ages,11114.0,8541,5927,18,5.81,2623.0,"Action, Sci-Fi",Mecha,
,Finished Airing,16.0,PG - Children,5747.0,11624,2359,18,6.75,225.0,"Comedy, Slice of Life","Idols (Female), Music",
Slayers Great,Finished Airing,1.0,PG-13 - Teens 13 or older,2871.0,5095,21648,18,7.3,10476.0,"Adventure, Comedy, Fantasy",,
,Finished Airing,26.0,PG-13 - Teens 13 or older,5736.0,9011,5184,18,6.75,1105.0,"Action, Adventure, Comedy","Historical, Martial Arts",
,Finished Airing,2.0,Rx - Hentai,,9115,5062,18,6.53,2086.0,Hentai,,
,Finished Airing,139.0,PG - Children,8464.0,9777,4098,18,6.3,1044.0,"Fantasy, Slice of Life",,Kids
,Finished Airing,47.0,PG-13 - Teens 13 or older,4528.0,8538,5933,18,6.99,1659.0,"Drama, Romance",School,Shoujo
,Finished Airing,2.0,Rx - Hentai,,8968,5243,18,5.91,1793.0,Hentai,,
Ai-Mai-Mi Surgical Friends,Finished Airing,12.0,PG-13 - Teens 13 or older,9932.0,6569,11360,18,6.04,4819.0,Comedy,"Gag Humor, School",
Golden Time,Finished Airing,1.0,G - All Ages,4286.0,6857,10280,18,7.04,2283.0,"Comedy, Fantasy",,
The Demon Hunter 2nd Season,Currently Airing,36.0,PG-13 - Teens 13 or older,1011.0,13053,1522,18,7.83,426.0,"Action, Adventure, Fantasy","Historical, Martial Arts",
,Finished Airing,4.0,PG-13 - Teens 13 or older,11800.0,6200,13021,18,5.67,5016.0,"Action, Drama, Romance, Sci-Fi",,
,Finished Airing,52.0,PG-13 - Teens 13 or older,6144.0,6361,12245,18,6.68,5346.0,Action,Strategy Game,
Nanana's Buried Treasure,Finished Airing,1.0,PG-13 - Teens 13 or older,,5976,14256,18,6.55,3790.0,"Comedy, Supernatural",,
Pokétoon,Finished Airing,8.0,G - All Ages,2947.0,7564,7988,18,7.29,3696.0,"Adventure, Comedy",,Kids
Minami Kamakura High School Girls Cycling Club,Finished Airing,12.0,PG-13 - Teens 13 or older,8160.0,4936,23367,18,6.35,8459.0,Sports,"CGDCT, School",Shounen
,Finished Airing,4.0,PG-13 - Teens 13 or older,2239.0,5391,18839,18,7.44,7848.0,Comedy,"Anthropomorphic, Historical, Parody",
Sailor Moon SuperS Specials,Finished Airing,3.0,PG-13 - Teens 13 or older,2547.0,4790,25065,18,7.37,10659.0,Romance,Mahou Shoujo,Shoujo
Mahjong Soul Pon☆,Finished Airing,11.0,PG-13 - Teens 13 or older,9728.0,7141,9275,18,6.08,3997.0,Comedy,,
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,Finished Airing,1.0,R - 17+ (violence & profanity),1265.0,5528,17540,18,7.72,4621.0,"Action, Mystery, Sci-Fi","Adult Cast, Detective, Mecha, Military",Seinen
,Not yet aired,0.0,,,9832,4039,18,,,"Comedy, Romance",School,
,Finished Airing,13.0,PG - Children,7198.0,7103,9379,18,6.5,3350.0,Drama,"Idols (Female), Music",
,Finished Airing,1.0,G - All Ages,5568.0,5629,16775,18,6.78,6727.0,Romance,School,Shoujo
,Finished Airing,1.0,PG-13 - Teens 13 or older,,8766,5571,18,6.88,2425.0,,Music,
Pokémon Black and White 2: Introduction Movie,Finished Airing,1.0,PG - Children,,5399,18747,18,7.39,10415.0,"Action, Fantasy",,Kids
The Duchess of Busty Mounds,Finished Airing,2.0,Rx - Hentai,,9014,5166,18,5.67,1915.0,"Drama, Hentai",,
,Finished Airing,3.0,Rx - Hentai,,9537,4374,18,6.6,1528.0,"Sci-Fi, Hentai",,
,Finished Airing,10.0,PG-13 - Teens 13 or older,5229.0,9135,5023,18,6.85,1869.0,"Boys Love, Drama, Sci-Fi",,
Anemone: Eureka Seven Hi-Evolution,Finished Airing,1.0,PG-13 - Teens 13 or older,6659.0,6159,13212,18,6.59,2343.0,"Adventure, Drama, Sci-Fi",Mecha,
Dynamic Chord,Finished Airing,12.0,PG-13 - Teens 13 or older,13892.0,6881,10209,18,4.64,2117.0,,Music,
Virtual-san Looking,Finished Airing,12.0,PG-13 - Teens 13 or older,13041.0,7078,9493,17,5.28,2650.0,Comedy,Music,
,Finished Airing,1.0,R+ - Mild Nudity,9641.0,7833,7331,17,6.09,2836.0,"Comedy, Romance, Supernatural, Ecchi",,Seinen
Izumo: Flash of a Brave Sword,Finished Airing,12.0,PG-13 - Teens 13 or older,9559.0,6055,13750,17,6.1,4219.0,"Adventure, Drama, Fantasy, Romance","Isekai, Martial Arts",
,Finished Airing,2.0,Rx - Hentai,,10120,3672,17,6.18,1364.0,Hentai,,
One Piece: Romance Dawn Story - Recapping the TV Series So Far,Finished Airing,1.0,PG-13 - Teens 13 or older,3802.0,4937,23278,17,7.14,9577.0,"Action, Adventure, Fantasy",,Shounen
The Irregular at Magic High School: Get to Know Magic Studies!,Finished Airing,6.0,PG-13 - Teens 13 or older,8647.0,4567,28132,17,6.27,12079.0,Comedy,,
,Finished Airing,8.0,R+ - Mild Nudity,7689.0,7253,8916,17,6.43,2304.0,Sci-Fi,Space,
,Finished Airing,4.0,Rx - Hentai,,9036,5163,17,6.33,2087.0,Hentai,,
Saint Seiya: The Hades Chapter - Recaps,Finished Airing,2.0,PG-13 - Teens 13 or older,1411.0,6708,10718,17,7.67,5101.0,"Adventure, Sci-Fi",,Shounen
,Finished Airing,2.0,Rx - Hentai,,7973,6995,17,6.16,2414.0,Hentai,,
Fumiko's Confession,Finished Airing,1.0,PG-13 - Teens 13 or older,6607.0,4476,29407,17,6.6,17578.0,"Award Winning, Comedy",,
Monster Rancher (2000),Finished Airing,25.0,PG - Children,5757.0,5298,19713,17,6.74,9658.0,"Action, Adventure, Comedy, Fantasy",Isekai,
Viper's Creed,Finished Airing,12.0,PG-13 - Teens 13 or older,6172.0,6585,11253,17,6.68,4385.0,"Action, Sci-Fi",Military,
,Finished Airing,12.0,PG-13 - Teens 13 or older,4570.0,10843,2956,17,6.98,651.0,"Action, Adventure, Comedy","Historical, Martial Arts",
Ride of the Valkyrie,Finished Airing,2.0,Rx - Hentai,,7622,7820,17,6.14,2875.0,Hentai,,
,Finished Airing,1.0,PG-13 - Teens 13 or older,3589.0,7675,7721,17,7.17,915.0,"Action, Sci-Fi",Mecha,
,Finished Airing,1.0,PG-13 - Teens 13 or older,3429.0,7058,9586,17,7.2,3840.0,Drama,"Idols (Female), Music",
,Finished Airing,1.0,PG-13 - Teens 13 or older,10629.0,7919,7114,17,5.91,2670.0,"Boys Love, Drama",,Shoujo
Sasami Magical Girls Club,Finished Airing,13.0,PG - Children,6701.0,7115,9354,17,6.58,3112.0,,"Mahou Shoujo, School",
,Finished Airing,2.0,R - 17+ (violence & profanity),4538.0,5076,21966,17,6.99,8135.0,"Adventure, Fantasy",Historical,Shounen
Zen - Grogu and Dust Bunnies,Finished Airing,1.0,G - All Ages,9382.0,9197,4922,17,6.14,2653.0,"Action, Adventure, Sci-Fi","Military, Space",
,Finished Airing,6.0,PG-13 - Teens 13 or older,7450.0,3945,38487,17,6.47,14228.0,Comedy,,
B-Daman Fireblast,Finished Airing,52.0,G - All Ages,7505.0,9649,4235,17,6.46,2213.0,,Strategy Game,Kids
Sailor Moon SuperS Plus: Ami's First Love,Finished Airing,1.0,PG-13 - Teens 13 or older,2767.0,4620,27377,17,7.32,13094.0,"Comedy, Romance",Mahou Shoujo,Shoujo
Mina,Finished Airing,11.0,PG-13 - Teens 13 or older,8842.0,7098,9415,17,6.23,2731.0,"Action, Comedy, Sci-Fi, Ecchi","Parody, Super Power",
,Finished Airing,46.0,PG-13 - Teens 13 or older,5277.0,9186,4899,17,6.83,1892.0,"Comedy, Sports",Combat Sports,Shounen
,Finished Airing,1.0,Rx - Hentai,,7827,7353,17,6.86,2958.0,Hentai,,
,Finished Airing,1.0,PG-13 - Teens 13 or older,6112.0,3484,47950,17,6.69,24553.0,"Comedy, Romance, Ecchi","Harem, School",
,Finished Airing,1.0,PG-13 - Teens 13 or older,6424.0,6483,11734,17,6.64,160.0,"Drama, Romance","Crossdressing, Love Polygon, School",
La storia della Arcana Famiglia OVA,Finished Airing,1.0,PG-13 - Teens 13 or older,5853.0,4914,23527,17,6.73,10004.0,"Fantasy, Romance",Reverse Harem,
,Finished Airing,2.0,Rx - Hentai,,8403,6198,17,6.37,2165.0,Hentai,,
,Finished Airing,1.0,PG - Children,7752.0,9379,4636,17,6.42,1308.0,"Action, Adventure",,Shounen
,Finished Airing,1.0,PG-13 - Teens 13 or older,,11336,2564,17,7.24,891.0,Comedy,School,Shounen
Six Gates Faraway Mon Colle Knights,Finished Airing,51.0,G - All Ages,7663.0,8470,6039,17,6.43,2400.0,"Adventure, Comedy, Fantasy",Parody,Kids
"Love, Chunibyou and Other Delusions!: Take On Me Weekly Short Movies",Finished Airing,3.0,G - All Ages,6500.0,5624,16843,17,6.62,6093.0,Comedy,,
The Weathering Continent,Finished Airing,1.0,PG-13 - Teens 13 or older,9151.0,7553,7986,17,6.17,3005.0,"Action, Adventure, Fantasy, Supernatural",,
Theatre of Darkness: Yamishibai 12,Finished Airing,13.0,PG-13 - Teens 13 or older,10847.0,8290,6409,17,5.87,2184.0,"Avant Garde, Horror, Supernatural",,
,Finished Airing,4.0,R+ - Mild Nudity,10210.0,5734,15904,17,5.98,4534.0,"Action, Adventure, Fantasy, Ecchi",,
,Finished Airing,440.0,PG-13 - Teens 13 or older,5254.0,10363,3398,17,6.84,749.0,"Action, Fantasy",Martial Arts,
,Finished Airing,13.0,PG-13 - Teens 13 or older,6662.0,9888,3968,17,6.59,1203.0,Action,Strategy Game,
Beyblade: Shogun Steel,Finished Airing,38.0,PG - Children,9984.0,5628,16732,17,6.03,8975.0,"Adventure, Sports",,Kids
,Finished Airing,1.0,Rx - Hentai,,9086,5078,17,5.53,1705.0,Hentai,,
,Finished Airing,3.0,PG-13 - Teens 13 or older,7109.0,5997,14120,17,6.52,5793.0,"Action, Adventure, Sci-Fi","Adult Cast, Mecha",
,Finished Airing,2.0,PG-13 - Teens 13 or older,2386.0,6976,9875,17,7.41,4326.0,"Comedy, Supernatural, Ecchi",School,Shounen
Tenchi the Movie 2: Daughter of Darkness,Finished Airing,1.0,R+ - Mild Nudity,4017.0,5647,16588,17,7.09,8462.0,"Action, Comedy, Sci-Fi",Space,
,Finished Airing,2.0,Rx - Hentai,,7112,9365,17,5.85,3584.0,Hentai,,
,Not yet aired,0.0,,,9880,3984,17,,,"Comedy, Drama, Romance","Crossdressing, Love Polygon, School",Shoujo
Vampires chan Can't Suck Properly,Not yet aired,0.0,,,9469,4496,17,,,"Comedy, Supernatural","School, Vampire",Shounen
Yoshi Yoshi Magic,Finished Airing,15.0,PG-13 - Teens 13 or older,13379.0,10214,3561,17,5.12,426.0,"Fantasy, Slice of Life","Childcare, Isekai",
Sanpei the Fisherman,Finished Airing,109.0,G - All Ages,4025.0,8387,6201,17,7.09,2411.0,"Adventure, Sports",,Shounen
,Finished Airing,4.0,Rx - Hentai,,8357,6274,17,6.22,1984.0,Hentai,,
The Testament of Sister New Devil Departures: Maria's Secret Video,Finished Airing,1.0,R+ - Mild Nudity,5793.0,5336,19377,17,6.74,6252.0,"Fantasy, Ecchi",Harem,
,Finished Airing,2.0,PG-13 - Teens 13 or older,3934.0,7751,7522,17,7.11,2553.0,Slice of Life,"Idols (Male), Music, Performing Arts, School",
,Finished Airing,1.0,Rx - Hentai,,9448,4521,17,6.99,1848.0,Hentai,,
,Finished Airing,2.0,Rx - Hentai,,8577,5873,17,6.59,2036.0,Hentai,,
Hero Mask,Finished Airing,9.0,R - 17+ (violence & profanity),7354.0,6044,13922,17,6.48,5729.0,"Action, Mystery, Sci-Fi",Detective,
Let's Go Karaoke!,Not yet aired,5.0,,,7543,8075,17,,,Comedy,"Music, Organized Crime",
,Finished Airing,1.0,G - All Ages,3872.0,6526,11471,17,7.12,5470.0,,School,Shoujo
Necromancer Isekai: How I Went from Abandoned Villager to the Emperor's Favorite,Not yet aired,0.0,,,10390,3385,17,,,Fantasy,Reincarnation,
Eleceed,Not yet aired,0.0,,,11728,2284,17,,,Action,Super Power,
,Finished Airing,1.0,PG-13 - Teens 13 or older,3823.0,8770,5601,17,7.14,2934.0,"Action, Fantasy",,
,Finished Airing,1.0,PG-13 - Teens 13 or older,6438.0,7043,9615,17,6.63,2432.0,Sci-Fi,,
Fate/Grand Order: Absolute Demonic Front - Babylonia Recaps,Finished Airing,3.0,PG-13 - Teens 13 or older,5062.0,6603,11211,17,6.88,3132.0,"Action, Fantasy",,
Street Fighter Alpha: Generations,Finished Airing,1.0,PG-13 - Teens 13 or older,7540.0,5833,15263,17,6.45,8821.0,Adventure,,
Fight League: Gear Gadget Generators,Finished Airing,26.0,PG-13 - Teens 13 or older,9937.0,9394,4603,17,6.04,1189.0,"Action, Sci-Fi",Mecha,
,Finished Airing,1.0,PG-13 - Teens 13 or older,8208.0,8766,5595,17,6.34,2965.0,"Avant Garde, Award Winning, Drama, Horror",Music,
